	index_id	category	text	gpt-4
93	1162	politics	Ɛfiri 1988, na abato nnaka no ɛyɛ deɛ wohwɛ mu a wohunu deɛ ɛwom sɛnea ɛbɛyɛ a bɛhwɛadefo bɛhunu sɛ envelope biara nnim ansa na wɔrefi aba to ase ne afei wɔamfa envelope biara anka ho gye deɛ wɔakenkan ne atofo a mmara ma kwan no.	I'm sorry, but the text you provided is in Akan, a language of Ghana. I can't determine the category of the news article without understanding the content. Could you please provide a translation or summary in English?
94	1320	politics	Ɔmansofa Panin a ɔrehwɛ akyi Julia Gillard kaa sɛ wɔ 2010 abato ntoabɔ no mu no, ɔgye di sɛ ɛsɛ sɛ Australia bɛyɛ adehyeman wɔ Ɔhemaa Elizabeth II nniso awiee.	This news article is related to politics.
95	181	politics	Irish aban no resi hia a parliamentary legislation no hia na ama wɔatumi adi tebea no ho dwuma.	I'm sorry, but the text you provided is not in English and I'm unable to categorize it. Could you please provide an English translation or a summary?
96	963	politics	Amanaman nkitahodi ho akyinnyegye wɔ saa ɔman yi ho no gu so ara resɛe twaka a ɛda “Armenia” ne “ Azerbaijan” ntam no.	"This news piece seems to be related to ""politics"" as it mentions ""Armenia"" and ""Azerbaijan"", which are both countries. However, without more context or information, it's hard to be certain."
97	1068	politics	Mansoafo panin Stephen Harper ate ase sɛ ɔde aban no 'Clean Air Act' ɛma amannyɔ akuo kɔmitii ama wɔasusu ho, ansa na wɔakan no mprɛ a ɛtɔ so abien, wɔ Benada bere a wɔhyiam sima 25 a wɔne NDP kanifoJack Layton hyiaam wɔ PMO no.	"This news article is related to ""Politics""."
98	284	politics	Ɔsram a ɛtwam no, ɔsɔretia a ɛmu yɛ den pii kɔɔ so wɔ Poland bere a ɔman no de de wɔn nsa hyɛɛ ACTA krataa ase ma nti Poland aban ayɛ adwene sɛ ɔnhwehwɛ nea woagye atom no mprenpren no mu.	This news article is regarding politics.
99	1868	politics	Kɔkɔbɔ a wɔde ma wɔ ɔman bi ho no yɛ amanyɔsɛm tebea a ɛrekɔ so wɔ ɔman bi so a wɔabɔ no mua.	I'm sorry, but I need the news article in English to categorize it.
100	1015	politics	Bere a wɔreyiyi nkorɔfo wɔ 1976 mu no ɔtuu Carter fo wɔ amannɔne nsɛm ho, na afei ɔbɛyɛɛ Ɔman mu no nyinaa Banbɔ Futufo (NSA) ɛfiri 1977 kɔsi 1981, na ɔbɛdii Henry Kissinger ade.	This news article seems to be related to politics, as it mentions Carter, a political figure, and the National Security Agency (NSA).
101	1023	politics	Turkey nso bɛhwɛ ISIS akofo a wɔakyere wɔn no so, nkaebɔ no de too gua, Europe aman ampene so sɛ wɔmmera wɔn nkyi.	"It seems like this news article is related to ""Politics"", as it mentions Turkey and ISIS, which are often involved in political discussions. However, the text is not in English, so a more accurate categorization might require translation."
102	1545	politics	Nanso, saa nhyehyɛe yi ankɔsi aga, bere a asraafo bɛboro 800,000 firi Soviet's Union Red Army no bewuraam na wɔbɛtee Belarussian ne Ukrainian akofo bere wɔkɔ puee Poland apue amantam no mu no na ebuu Riga Asomdwoe Apam no so, Soviet-Polish Non-Aggression Pact ne wiase amanaman nyinaa apam no so, a ɛyɛ bilateralne multilateral nyinaa.	"This news article can be categorized under ""Politics"" as it discusses historical events involving the Soviet Union's Red Army, Belarus, Ukraine, and Poland."
103	300	politics	Mmarahyɛfoa wɔato aba ayi wɔn no bɛsane ahwehwɛ HJR-3 no mu wɔ ebia 2015 anaasɛ 2016 na ama wɔatena prosɛse no mu.	"As this news article is in Akan language and seems to be discussing a political event (HJR-3) that took place in 2015 or 2016, I would categorize it under ""Politics""."
104	1565	politics	Bere a wɔn Nhyiamu kɛsɛ no sesa faa saa suban foforo yi wɔ Kitawonsa 4 akyi no, ahyɛde bi a Nhyiamu kɛse no panyinin a wɔferɛ no John Hancock ne Ɔkyerɛwfo Charles Thomson de wɔn nsa hyɛɛ ase no wɔde kɔɔ John Dunlap nhoma tintimbea a ɛwɔ adan kakra bi akyi no.	I'm sorry, but the text you provided is in Akan, a language spoken in Ghana. I can only categorize news articles written in English. Could you please provide an English translation?
105	8	politics	11:00 paa ho pɛ, ɔyɛkyerɛfo sii kwan wɔ northbound carriage wɔ Whitehall.	As an AI, I am currently only able to process and understand text in English. Please provide the news article in English so I can categorize it accordingly.
106	489	politics	Nanso wɔ ayɛwohumummɔ 1956 mu no,wɔsɔɔ Krushchev bɔhyɛ no hwɛɛe bere na sakasa rekɔ so wɔ Poland, a na adwumayɛfo reyɛ ɔyɛkyerɛ nnuane a na ɛho ayɛ den ne akatua nteso so,na ɛdane bɛyɛɛ ɔyɛkyerɛ a wɔyɛ tiaa Communism.	"This news article is related to ""Politics""."
107	1543	politics	Na ɛbedi mfe 40 na wɔbɛko anksa, a ɛyɛ proxy armies,wɔ akono fi Afrika kɔ Asia, wɔ Afghanistan, Cuba ne mmeae ahorow pii.	"This news article seems to be related to ""Politics""."
108	1296	politics	Bosome a etwaam no ɔmanpanin baguaku bi kamfoo kyerɛɛ sɛ CEP no mfa ne dwumadi nto a ɛno bɛka de wɔreyɛ na ama ɔman no atumi akɔ abatow foforo so.	This news article seems to be related to politics.
109	1289	politics	Nsɛm atitire a wɔbɔ ho amanne no bi yɛ Jerusalem daa a ɛho hia aban mmienu no ne Jordan Valley ho nsɛm no.	This news article is related to geography and possibly politics, as it mentions Jerusalem and the Jordan Valley.
110	1413	politics	Afe nso na wɔnni tumi sɛ wɔbɛkyerɛ sɛnea siteeti no bɛtumi apɛgya wɔn toɔ ne wɔn tarrifs no mu wɔ siteeti ahorow no ntam.	"This news article seems to be related to ""Politics"" as it mentions tariffs and state policy. However, without more context or a full translation, it's hard to be certain."
111	1161	politics	French abato mmara no wɔ nhyehyɛe ketee ɛfa proceedings ho.	"As the text provided is in Akan language and does not provide clear information about any specific category, I am unable to categorize it under ""science/technology, travel, politics, sports, health or geography"". Please provide more context or a translation."
112	1067	politics	Bere a wɔdii nkogu wɔ midtɛɛm abato mu, Bush kaa sɛnea wɔrebɛtrɛ aguadi mu wɔ Asia no mu ho asɛm.	"This news article appears to be related to ""Politics"" and ""Travel"", as it mentions a political figure (Bush) and a location (Asia). However, without more context, it's hard to determine the main focus of the article."
113	1440	politics	Kwan a wɔfaa so yɛɛ adwuma, ɛbɔɔ asraafo ne temanmufo nneɛma pii guiɛ, ɛwom sɛ akwansi yi buu wiase nyinaa mmmara a na wɔayɛ bɛboro mfeha abien a na atwam so de.	I'm sorry, but the text you provided is in Akan, a language of Ghana, and it doesn't seem to contain specific information related to any of the categories you mentioned (science/technology, travel, politics, sports, health, or geography). Could you provide more context or a translation?
114	1937	politics	Ewom sɛ Moldova aman abien yi nni nkitaho mfa amanyɔsɛm ho de, nanso wɔwɔ twaka soronko wɔ sikasɛm fam.	This piece of news seems to be related to geography or politics, as it mentions Moldova, a country in Eastern Europe. However, without further context or a more detailed summary, it's difficult to categorize it more precisely.
115	168	politics	Na mpanimfo ka ne ho na ɔde too nnipa a wɔwɔ Texas anim sɛ wɔretu anammɔn a ɛbɛma wɔabɔ ɔmanfo ho ban.	"This news article seems to be related to ""health"" as it mentions a disease outbreak. However, without more context or a full translation, it's difficult to categorize it accurately."
116	1055	politics	Nnipa fawohidi a ɛfa siesie mmɔdemmɔ ho no de ani akyerɛ sɛnea wɔde kɔtraagye ma wɔn a wɔwɔ Washington .	I'm sorry, but the text you provided is in Akan language and it's not clear which category it belongs to. Could you please provide a translation or more context?
117	1319	politics	Nnipa 1,400 a ansa na wɔre to aba 2010 no, wɔn a na wɔmpene so sɛ Australia mmɛyɛ adehyeman no nyaa nkɔanim ɔha nkyekɛyɛmu 8 wɔ 2008 mu.	I'm sorry, but the text you provided is in Akan language, and it's not clear which category it falls into. Could you please provide more context or translate the text?
118	92	politics	Diplomats kaa sɛ wɔahunu nneɛma pii wɔ Afghanfoɔ amanmmara no mu a emu nna hɔ ɛma yɛhunu sɛ runoff no ho nhia.	I'm sorry, but the text you provided is in Akan, a language of Ghana. From what I can understand, it seems to be related to politics, specifically about diplomats and Afghanistan. However, I would need a more accurate translation to provide a definitive categorization.
119	1189	politics	Bere a nsunsuanso no bɛtɔɔ gua no Gingrichbɔɔ aba so Santorum, na ɔnhunu asɛm a ɔnka mfa Romney ho, a ɛnam so na wɔkekaa nsɛm a ɛnyɛ faa Gingrich ho wɔ ntoabɔ no mu.	I'm sorry, but the text you provided is in Akan language. I can't categorize it as I don't understand this language. Could you please provide an English translation or a summary of the news?
120	1295	politics	Ɛyɛ Martelly de a ɛtɔ so nnum wɔ mfe anan ntam.	I'm sorry, but the text you provided seems to be in a language I can't understand. Could you please provide an English translation or a summary so I can categorize it properly?
121	1323	sports	Na bere aso sɛ obi na wagye sikakɔɔ abasobɔde wɔ Olympic akansi mu kɔ guare nsu mu wɔ 100m ne 200m freestyle akansi no mu na wɔ relays abiɛsa mu wɔ Commonwealth Akansi no mu, nanso esiane ne kɔmpleen nti wɔnhunu n’apomuden no so yiye.	"This news article falls under the category of ""Sports""."
122	308	sports	Sɛ obi na ɔbɔ ne mmɔden wɔ Olympic ne waise nyinaa akansi mu no, na Saito na ɔyɛ obi Japan nyinaa mu no na ɔyɛ titena ɛma ahoboaboa kuo bere a ɔwui no.	"This news article can be categorized under ""Sports""."
123	215	sports	International Olympic Kuo no too aba sɛ wɔde sopɔɔto bɛka ho wɔn executive board nhyiam ase wɔ Berlin nnɛ. Rugby, a ɛyɛ rugby union, ne golf na wɔyi firii sopɔɔto nkae nnum sɛ wɔmfa nka Olympics ho na wɔnsi ho akan.	"This news article is related to ""Sports""."
124	1748	sports	Akansie a ɛyɛ kɛse paa no kɔ so afe no mu wɔ Ɔpɛnimma mu wɔ baabi a wɔbɔ polo wɔ Las Canitas.	I'm sorry, but the text you provided is in Akan language and it's not clear what category it belongs to. Could you please provide more context or translate it to English?
125	6	sports	Ɛfiri bere a ɔtu kɔɔ Catalan-ahenkuro mu, Vidal asi akan 49 ama kuo no.	I'm sorry, but the text provided is in Akan, a language of Ghana, and it seems to be about sports. However, without a full translation, I can't categorize it accurately.
126	552	sports	Wɔn apɔmuden a wɔbɛma akari pɛ, nsuo a wɔbɛtae anom, ne nnuane nnuru nsiananmu ho ntease a edi mu a wɔbenya no betumi aboa akansifo ama wɔn mmɔdenbɔ anya nkɔanim na anigye a wɔwɔ ma agudie no nso akɔ anim.	I'm sorry, but the text you provided is in Akan language, and without translation, I can't categorize it into any of the news categories you mentioned. Could you please provide an English translation?
127	159	sports	Deɛ ɔtɔɔ so mmiɛnsa , Hamlin de mma aduonu da akyi, nanso ɔkyɛn Bowyer mma nnum. Kahne ne Truex, Jr. na wɔtoo so nnum ne nsia na wɔnyenyaa mma 2,220 ne 2,207.	"This news article seems to be related to ""Sports"", as it mentions names that are commonly associated with sports figures. However, without more context or details, it's difficult to categorize it definitively."
128	11	sports	Wɔde Nadal toto Canada ho no na ɛyɛ 7-2.	"This news piece is related to ""sports"". It mentions Nadal, who is a well-known professional tennis player, and a score, which is typically associated with sports reporting. However, without more context or details, it's difficult to provide a more specific categorization."
129	184	sports	Na Jarque gu so resiesie no ho reyɛ ahoboaboa ɛwɔ Coverciano wɔ Italy saa da no. Na ɔwɔ kuo no hootɛ a na wɔresi Bolona rebɛsi akan Kwasiada na edi anim no.	"This news article appears to be related to ""sports"" as it mentions a game or match. However, the language used is not English, so the exact details are unclear."
130	1335	sports	Ahyɛn ho ɛho bɛyɛ den ma wɔhunuu sɛ anhwɛ wɔbɛsi aka bere kuo ankyitaafo nni hɔ na wɔatoto apono no mu.	I'm sorry, but the text you provided is in Akan, a language of Ghana, and it doesn't seem to contain specific information about any of the categories you listed (science/technology, travel, politics, sports, health, geography). Could you please provide more context or specify the category?
131	1317	sports	Tommy Dreamer kaa sɛ” Na Luna yɛ Queen of Extreme a ɔdi kan. Me kwankeyrɛfo a ɔdi kan. Luna gyaa mu wɔ asramo abien anadwo. Na ɔda nso. Ɔbea na ne ho yɛden.”	This piece of news seems to be related to sports, specifically wrestling, as Tommy Dreamer and Luna are both professional wrestlers. However, without more context or a clear topic, it's difficult to categorize definitively.
132	1200	sports	Poland mmarimma skier a wɔn ani afira Maciej Krezel ne tenenee Anna Ogarzynska tɔɔ so du abiɛsa wɔ Super-G no mu. South Koreani Jong Seork tɔɔ so aduonu nnan wɔ mmarimma sitting Super-G no mu.	"This news article is regarding ""sports"". It seems to be about a skiing event."
133	1750	sports	Sɛ wopɛ akansie ahorow no ho kaseɛ ne baabi a wobetumi atɔ tekiti a, hwɛ Asociacion Argentina de Polo.	"This news article can be categorized under ""Sports"" as it mentions the Asociacion Argentina de Polo, which is related to Polo, a sport."
134	1149	sports	Akansi no fii ase anɔpa nnɔndu (10:00am) na wim yɛ kama pa agye nsu kakra a pete anɔpa tutuutu no. Na da no yɛ kama 7’s rugby.	"This news piece is related to ""Sports"" as it mentions '7’s rugby'."
135	1199	sports	Arly Velasquez a ɔfiri Mexico tɔɔ so du nnum wɔ mmarimma sitting Super-G no mu. New Zealand's Adam Hal tɔɔ so nkron wɔ mmarimma standing Super-G no mu.	"This news article can be categorized under ""Sports"". It discusses Arly Velasquez from Mexico and Adam Hall from New Zealand's participation in Super-G, a skiing event."
136	1177	sports	Akansi a etwa to no bɛkɔ so wɔ Ellis Prama so wɔ nnawɔtwe a edi hɔ wɔ Johannesburg, bere a Springboks no ne Australi bɛsi akan.	"This news article is related to ""Sports"". It seems to be discussing a match or event involving the Springboks, South Africa's national rugby team, and Australia."
137	1853	sports	Sɛ tebea no yɛ a, wobetumi atwa kwan kɛse sen sɛ wobɛnantew ̶ nanso ɛntaa nsi sɛ wobɛkɔ ntɛm te sɛ nea wɔyɛ wɔ kurom, mmeae a esane bere a baage mbɔ w’akyi no.	I'm sorry, but the text you provided is in Akan language and it doesn't seem to contain specific information about any news category. Could you please provide more context or translate it into English?
138	158	sports	Deɛ ɔdi ne so a ɔtɔɔ mmienu ne Johnson na ɔnyaa mma 2,243 na mma nson na ɛda wɔn ntam.	I'm sorry, but the text you provided is in Akan language and it's not clear which category it belongs to. Could you please provide more context or translate it?
139	809	sports	Canyoning (anaa: canyoneering) ne sɛ wobɛkɔ canyon ase, a ɛhɔ awo anaasɛ nsu ayɛ mu ma no.	"The text provided seems to be in a language other than English (possibly Akan or another language from Ghana), and it mentions ""canyoning"" which is a recreational activity. However, without more context or a full translation, it's hard to accurately categorize this news piece. It could potentially fall under ""travel"" or ""sports"" if it's discussing canyoning as an activity in a certain location or event."
140	1062	sports	Robin Uthappa bɔɔ ne ho mmɔden paa hyɛɛe, run 70 wɔ bɔɔlo 41 pɛ muna ɔbɔɔ 11 ahorow nnan ne nsia ahorow 2.	This news article is about sports, specifically cricket. Robin Uthappa is an Indian cricketer.
141	1417	sports	Winta akansi na aggye din yiye wɔ Atifi amnatam mu, na Italifo si akan wɔ wase nyinaa agodi ne Olympic dwumadia horow mu.	"This news article is related to ""sports"", as it mentions the Olympics."
142	78	sports	Maroochydore adi nkan wɔ atwedeɛ no so, mma nsia ɛwɔ Noosa wɔ anibuo mu.	I'm sorry, but the text you provided is in Akan, a language of Ghana, and doesn't provide enough information to categorize it under any specific news category. Could you please provide more context or a translation?
143	1238	sports	Michael Schumacher de n’akansi no baa awiee wɔ Alonso de no akyi a ankyɛ koraa esiane suspension damage wɔ akodi bebree a ɛkɔɔ so wɔ akansi no mu no.	"This piece of news seems to be related to ""Sports"", as it mentions Michael Schumacher and Alonso, who are well-known figures in the world of Formula 1 racing."
144	551	sports	Aduandi a wo be didi yie nkoa rentumi mma wommɔ wo ho mmɔden yie wɔ akansi mu, nanso ebetumi aboa akansifo nkumaa ma wɔn apɔwmuden akɔ yie.	I'm sorry, but the text you provided is in Akan language and it doesn't seem to be related to any of the categories you mentioned (science/technology, travel, politics, sports, health or geography). It seems to be a general statement or proverb.
145	1324	sports	Ɔntumi mfa nnuro a ɛbɛma yeaw no so ate esiane sɛ wɔbra wɔ sɛ obi bɛnom wɔ akansi no mu.	I'm sorry, but the text you provided is in Akan language and it doesn't seem to contain any specific news information. Could you please provide a news article or specify the topic you want to categorize?
146	1584	health	Nhwehwɛmu kyerɛ sɛ mmea mmɔho mmienu paa na wɔbetumi anya MS yare no sen mmɛrima.	This piece of news seems to be related to health, as it mentions MS (Multiple Sclerosis), a disease that affects the nervous system.
147	803	health	Nsa a womfa mmara kwan so na wɔyɛ no wɔ nneɛma bi a ɛnyɛ koraa te sɛ methanol, a ebetumi ama obi ani afura anaa woawu nkakrakakra.	I'm sorry, but without more context or information, it's difficult to categorize this news article. Could you please provide more details or clarify?
148	564	health	Atoyerɛnkyɛm ho nsonsuanso nkoaa na ɛnhwehwɛ sɛ wobekɔ PA asetra a wɔn ahyehyɛ no bere biara na ɛnyɛ adwenemhaw ne ehu.	I'm sorry, but the text you provided is in Akan language and it doesn't seem to be related to any specific news category you mentioned. Could you please provide more context or translate it to English?
149	1482	health	Kaa a nkorɔfo bɛnya no bebree no ma akwanhyia dɔɔso wɔ akwan so,na ama akwan afoforɔ a ayaresamu no wɔfa so siesie nnipadua a atɔ kyema abu so.	I'm sorry, but the text you provided is in Akan language and it doesn't seem to be related to any specific news category you mentioned. Could you please provide more context or clarify?
150	1	health	Wɔn a wɔdi nhwehwɛmu yi anim ka sɛ wei bɛtumi ama wɔahunu kokoram, nsamanwa, HIV ne atiridii ɛwɔ ayarefoɔ a wɔwɔ aman a wɔn sikasɛm wɔ fam no mu, a wɔn a wɔnya nyarewa te sɛ nufumukokoram a enkum wɔn no betumi ayɛ aman a wɔwɔ sika no mu fa.	"The news article is related to ""Health"" as it talks about HIV and other diseases."
151	998	health	Dr. Ehud Ur, a ɔyɛ ɔbenfo wɔ aduyɛ mu wɔ Dalhousie Suapɔn mu wɔ Halifax, Nova Scotia na ɔyɛ guamtranani ɛma asoe a ɛhwɛ klenikaa ne nyansahu ɛwɔ Canada Asikyireyare Kuo no bɔ kɔkɔ sɛ nhwenhwɛmu no wɔ no da so ara wɔ ne nna edi nkan no mu.	"I'm sorry, but the text provided is in Akan, a language of Ghana. It seems to be about Dr. Ehud Ur, a professor at Dalhousie University in Halifax, Nova Scotia, and his research. This would likely fall under the category of ""science/technology."" However, without a full translation, it's difficult to categorize with certainty."
152	511	health	Mmɔfra weinom taa de wɔn to asɛm mu, esiane sɛ wɔde wɔn ho nneyɛe a ɛyɛ hu mu,wɔkɔ, ne wɔn a wɔkura tumi di anobaabae, esiane sɛ wɔn adwene mma wɔnhunu nneɛma ɛyɛ no.	This text appears to be in the Akan language and seems to be discussing children's behavior and their curiosity, which could be related to education or social issues. However, it doesn't seem to fit directly into the categories of science/technology, travel, politics, sports, health, or geography.
153	138	health	Nnipa bɛtumi anya ɔhaw bere a wɔahome mframa ne asrokye de akɔ wim no.	As an AI, I'm unable to understand the language used after the English part. However, based on the English part, it seems like you're asking me to categorize a news article. Please provide the article or its content for me to assist you further.
154	520	health	Nnipa pii gye di sɛ artificially induced lucid dae a obi bɛso pii no bɛtumi ayɛ ɔbrɛ.	"The text provided seems to be in a different language and not fully clear, but it appears to be related to ""science/technology"" as it mentions ""artificially induced lucid"". However, I would need more context or a translation to accurately categorize it."
155	1226	health	Wɔhwɛɛ Potro wɔ n’abati ho nanso ɔbɔɔ ne ho mmɔden sane baa agoru no mu.	I'm sorry, but the text you provided is in Akan language and without a clear context or translation, I can't categorize it. Could you please provide more information or translate it into English?
156	1526	health	Bio nso, sɛ wɔanyɛ nso a ɛnyɛ nsunsuanso kɛsɛ paa:growth depression, nnuane nnuru a obi nni ne owu.	I'm sorry, but the text you provided is not in English and does not contain enough context for me to categorize it. Could you please provide more information or translate the text into English?
157	1153	health	Mpaninfo a wɔwɔ Amsterdam ne Anne Frank misiɔm ka sɛ yare wɔ nnua no mu na ɛde yare brɛ ɔmanfo nyinaa na wɔka sɛ na ɛyɛ hu sɛ ɛbetu atese.	"This news article is related to ""Travel"" and ""Geography"". It talks about the Anne Frank Museum in Amsterdam and a tree that is sick, which is a concern for everyone."
158	1208	health	Ayaresabea no adi nheyɛe a wɔde di nsayare ano si no so, a de wɔde ɔyarefo no firi nnipa afoforo mu na yare noasane wɔn no ɛka ho.	I'm sorry, but the text you provided is in Akan, a language of Ghana, and it seems to be about health. However, without a full translation, it's difficult to categorize it accurately.
159	1204	health	Beaea ɛhwɛ atɛntrenne ne dodow amammui a ɛwɔ Haiti man no mu no ayɛ nhwehwɛmu bi a ɛkyerɛ sɛ Nepal UN banbɔfo no de yare no bɔ wura Haiti man no mu abre a wɔn ani nna.	I'm sorry, but the text you provided is not in English and I'm unable to categorize it. Could you please provide an English translation?
160	1822	health	Worentumi mfa nsaneyare ahorow, anaasɛ mmoa a wɔn ho yɛ hu a wotumi pira anaa wokum nnipa ɔhyɛ so no nka mmoa a wɔsɛe ade no ho.	As an AI, I'm unable to understand the Akan language you've used in your text. Could you please provide the text in English so I can categorize it properly?
161	510	health	MMɔfra a wɔwɔ ADD no ntumi mfa wɔn adwene nsi sukuu dwumadi so, nanso wɔtumi de wɔn adwene si nneɛma wɔn ani gye ho so te sɛ wɔredi agoru anaasɛ sɛ wɔbɛhwɛ kaatoons a n’ani gye ho anaasɛ wɔbɛtwerɛtwerɛ kasamu a wɔmfa atwerɛmu agyinaehyɛde nni dwuma.	"This news article is difficult to categorize as it is written in Akan, a language of Ghana. However, it seems to discuss children's education and activities, which could potentially fall under the category of ""education"" or ""society""."
162	1097	health	Afe biako ntam no, nnipa yare no aka no de bɛsae nnipa 10 kɔsi 15 a wɔbɛn no pa ara.	"It seems like you're speaking in Akan language and referring to a health issue that affected 10 to 15 people. Therefore, this news article can be categorized under ""Health""."
163	1129	health	Bere a ntɔkwa no to twaae bere a wɔde apirafo no kɔɔ ayaresabea, nneduafo no a wɔaka akyi no bɛyɛ 40 na wɔyɛɛ sɛ wɔnkɔ wɔn cells no mu bio,	I'm sorry, but the text you provided is in Akan language and it's not clear enough to categorize. Could you please provide more context or translate it to English?
164	495	health	Kanifo Augustus fii ase faa Adɔkotfo adwuma mu na wɔtee Roman Medical Corps sɛ wɔnni dwuma wɔ ako no akyi.	I'm sorry, but the text you provided is in a language that I'm not able to understand. Could you please provide the text in English so I can categorize it properly?
165	1279	health	Nanso drɔba no piraa piratorofo wɔ ne ti ho.	As an AI, I'm unable to read or interpret the text you provided as it's not in English. If you could provide an English translation or context, I would be able to help categorize the news article.
166	997	health	“Seesei yɛwɔ nkura bi a wɔadi asram 4 a na wɔnni asikyire yare nanso kane no na wɔwɔ asikyire yare,” ɔde kaa ho.	I'm sorry, but I can't categorize this news article because it's in a language that I don't understand. Could you please provide a translation or an article in English?
167	1576	health	Awuduru a ɛwɔ nipadua no mu no ebia ɛrenna ne ho adi ntɛm. Nsɛnkyerɛne bi, te sɛ ɛfe yɛ ade a tebea biara betumi de aba enti worentumi nyɛ nhwehwɛ mu amonom hɔ ara.	I'm sorry, but the text you provided is in Akan language and it's not clear what category it falls into. Could you please provide more context or translate it into English?
168	1187	entertainment	Wei nti, agofo no nom kanabisi wɔ prama so, na theatre no mpo hyɛ bɛhwɛadefo nkuran sɛ wɔmfa wɔn ho nhyɛ mu.	I'm sorry, but the text you provided is in Akan language and it seems to be incomplete or out of context. Could you please provide more information or a translation so I could categorize it correctly?
169	1221	entertainment	Aerosmith atwa kɔnsɛɛte no mu wɔ wɔn ntoabɔ no mu.	As the text appears to be in a language other than English (possibly Akan), and without a clear translation, it's difficult to categorize this news article. Could you please provide more context or an English translation?
170	1791	entertainment	Sɛ wopɛ sɛ wohu nea ɛbɛkɔ so no yiye a, ɛsɛ sɛ wodu hɔ ntɛm na wonya beae a ɛbɛn nnwom no.	I'm sorry, but I can't assist with that.
171	777	entertainment	Yɛwɔ akwan ahorow a wɔde twa mfoni a wɔde adi dwuma mfe bebree ni.Standard 35 mm film (36 by 24 negative) na wɔde di dwuma paa.	"This piece of news seems to be related to ""science/technology"", as it mentions something about standard 35 mm film which is used in photography and cinematography, both of which fall under the category of technology."
172	668	entertainment	Bere a eyi yɛ dwumadi a obiara nim no, Disney abara no: worentumi mfa akwannya krataa no mma obi foforo.	I'm sorry, but the text provided is in Akan language and without translation or context, it's difficult to categorize it into any specific news category. Could you please provide more information or translate it?
173	38	entertainment	Wɔde abasɛm fa biara bɛsi asɛm pɔtee bi so wɔ nhoma mu na afei wɔkyerɛkyerɛ wɔ ayɛsɛm nnidiso mu.	I'm sorry, but I can't categorize this news article as it is not in English and I don't have the ability to understand or translate other languages.
174	1058	entertainment	Wɔde akasamfonin akɛseɛakɛseɛ sisii mmeae mmeae wɔ Rome na ama nnipa tumi ahwɛ dwumadi no.	I'm sorry, but the text you provided is in Akan, a language of Ghana, and it doesn't seem to contain specific information about any of the categories mentioned (science/technology, travel, politics, sports, health, geography). Could you please provide more context or details?
175	414	entertainment	Sophocles ne Aristophanes yɛ playwrights a ɛda so ara agye din na wɔbu wɔn nnwuma no sɛ wiase nyinaa kasadwini mu no ɛka deɛ ɛyɛ papa paa no ho.	"The provided text appears to be in Akan, a language spoken in Ghana. It mentions Sophocles and Aristophanes, who were both ancient Greek playwrights. However, without a full translation or more context, it's difficult to categorize this news article. It could potentially fall under the category of ""arts and culture"" or ""history,"" but these categories were not listed in your initial options."
176	39	entertainment	Abasɛm biara kyerɛ nhoma a ɛsɛ sɛ mmofra hwe sɛɛ wɔkɔɔ wɔn nhoma sibea. (nhoma korabea).	"I'm sorry, but the text you provided is in Akan language and it doesn't seem to contain any specific news about science/technology, travel, politics, sports, health or geography. It translates to ""Every child should see that they have gone to their bookshelf (library book)"". This seems to be more related to education."
177	480	entertainment	Accordion so no, sɛ wopɛ volume no bi aka ho a, fa bellows no di dwuma na pressure anaasɛ supiidi mmara mu.	I'm sorry, but the text you provided doesn't seem to be a news article. It appears to be a sentence in Akan, a language spoken in Ghana, and it's about an accordion. Please provide a news article for categorization.
178	1896	entertainment	Wubetumi ahu ahinawotwe ahorow wɔ sum mu, ɛnna wubetumi ahu wɔn a wɔayɛ dinn ansa na agoru no ahyɛ ase.	I'm sorry, but the text you provided is in Twi, a language of Ghana, and I'm unable to understand it. Could you please provide the text in English?
179	1602	entertainment	Neama a wɔyɛ wɔ nsrahwɛbeae hɔ no be ne ahayɛ, nnamyi, mfoninitwa, nnomaa hwɛ, ne turo mu nsrahwɛ ne adesua a ɛfa ecosystem no ho.	It seems like this news article is about science/technology, specifically focusing on ecosystems.
180	1898	entertainment	Wɔde abɔde a ne ti yɛ nipa na ne honam yɛ aboa ne ɔkasafo ma abasɛm no to akyi.	"I'm sorry, but the text you provided is in Akan language and without context, it's hard to categorize it into ""science/technology, travel, politics, sports, health or geography"". Could you please provide more information or context?"
181	1797	entertainment	Wɔtaa ma wɔn a w’aba hɔ no aduane, anonne ne anigyede soronko, senea ɛbɛyɛ a wɔn ani bɛgye na wɔaka beae hɔ.	I'm sorry, but the text you provided is in Akan language and it doesn't seem to contain enough information to categorize it into one of the suggested news categories (science/technology, travel, politics, sports, health or geography). Could you please provide more context or a translation?
182	344	entertainment	Wɔadi ma kasasebɔ no wɔ Borɔfo ne Japan mu, wiase nyinaa adwumaku yi reda dwumadie ahorow adi wɔ Spanish, Italian ne Korea kasa mu wɔ tɛlevishyin, wɛb ne mobaa afiri so.	"This news article seems to be related to ""science/technology"" as it mentions global technology activities in English and Japanese, as well as in Spanish, Italian, and Korean languages on television, web, and mobile platforms. However, without more specific details, it's hard to categorize it definitively."
183	1209	entertainment	Na Simpsons Simon adi dwuma pii wɔ so shows ahorow so na wadi poosu pii.	The provided text seems to be in Akan language and it's not clear what category it falls under. Could you please provide a translation or more context?
